order id,order date,customer segment,gender,product category,product subcategory,units sold,product name,unit price,discount %,shipping mode,city,state,country,payment mode,customer id,status
481,2024-04-07,Enterprise,Female,Fitness,Hydration Gear,1,Self-Cleaning Water Bottle,49.99,1.09,Same Day,Querecotillo,,Peru,EMI,CUS0033,Canceled
482,2024-05-29,Consumer,Female,Fitness,Yoga Equipment,28,High-Quality Yoga Block,12.99,21.76,Express,Oibioin,,Indonesia,Wallet,CUS0605,Completed
483,2023-02-22,Corporate,Male,Outdoor,Outdoor Accessories,2,Outdoor String Lights,24.99,8.37,Express,Chonchi,,Chile,UPI,CUS0859,Completed
484,2022-03-26,Enterprise,Male,Clothing - Activewear,Fitness Apparel,4,Sporty Leggings,39.99,25.27,Same Day,Kafir Qala,,Afghanistan,Credit Card,CUS0774,Completed
485,2024-08-31,Enterprise,Genderqueer,Kitchen,Cooking Appliances,18,Electric Rice Cooker,39.99,12.64,Standard,Zaraysk,,Russia,COD,CUS0360 CUS0361,Completed
486,2023-05-19,Small Business,Female,Food - Grains,Flavored Rice Dishes,8,Cilantro Lime Rice,2.99,2.16,Express,Kharlu,,Russia,UPI,CUS0181,Completed
487,2022-10-25,Small Business,Female,Food - Meal Kits,Mexican Cuisine Meal Kits,10,Beef Taco Skillet,8.49,22.6,Express,Bauru,,Brazil,UPI,CUS0798,Canceled
488,2025-01-22,Small Business,Female,Automotive,Car Cleaning,5,Car Vacuum Cleaner,39.99,20.24,Express,Yeyik,,China,EMI,CUS0033,Returned
489,2022-01-14,Corporate,Female,Home,Lighting & Lamps,1,Luminous Night Light,15.99,2.62,Same Day,Vakhtan,,Russia,COD,CUS0718,Completed
490,2023-04-03,Enterprise,Non-binary,Electronics,Tablets for Kids,29,Kids' Educational Tablet,129.99,19.92,Express,Fāqūs,,Egypt,EMI,CUS0585,Completed
491,2022-03-10,Small Business,Male,Food - Condiments,Pickles,18,Dill Pickle Chips,2.29,5.61,Standard,Dawe,,Indonesia,Credit Card,CUS0084,Canceled
492,2024-07-23,Corporate,Male,Food - Pasta,Specialty Pasta,11,Sweet Potato Noodles,3.79,2.08,Same Day,Zakamensk,,Russia,UPI,CUS0392,Completed
493,2023-08-11,Enterprise,Male,Fitness,Cardio Equipment,1,Weighted Jump Rope with Counter,14.99,11.44,Same Day,Tagawa,,Japan,COD,CUS0744,Completed
494,2023-01-08,Small Business,Female,Clothing - Tops,T-Shirts,27,Basic V-Neck T-Shirt,19.99,24.1,Same Day,Komsomolets,,Russia,Wallet,CUS0343,Completed
495,2023-07-01,Enterprise,Male,Fitness,Hydration Gear,13,Fruit Infuser Water Bottle,15.99,9.15,Express,Obihiro,,Japan,UPI,CUS0208,Returned
496,2022-10-31,Small Business,Female,Electronics,Networking Equipment,29,Wireless Wi-Fi Extender,49.99,13.54,Same Day,Milano,Lombardia,Italy,Credit Card,CUS0548,Completed
497,2022-09-19,Consumer,Female,Food - Frozen,Frozen Meals,2,Thai Basil Fried Rice,5.99,14.99,Express,Mishkino,,Russia,Credit Card,CUS0121,Canceled
498,2022-03-20,Enterprise,Male,Food - Salads,Vegetarian Salads,24,Curried Lentil Salad,4.29,2.55,Same Day,Rydułtowy,,Poland,EMI,CUS0242,Canceled
499,2024-11-21,Corporate,Female,Food - Pasta,Pasta,3,Pasta (Fusilli),1.79,28.16,Same Day,Papatowai,,New Zealand,EMI,CUS0414,Completed
500,2025-02-09,Consumer,Female,Home,Bedding & Linens,4,Reversible Comforter Set,89.99,2.62,Express,Kissimmee,Florida,United States,Credit Card,CUS0879,Completed
501,2022-07-14,Enterprise,Male,Garden,Gardening Accessories,23,Adjustable Kneeling Pad,18.99,27.72,Express,Buenaventura,,Colombia,Debit Card,CUS0978,Completed
502,2023-02-19,Small Business,Agender,Kitchen,Cooking Tools & Utensils,15,Salt and Pepper Grinder Set,19.99,24.62,Express,Tauranga,,New Zealand,EMI,CUS0785,Completed
503,2023-01-09,Small Business,Agender,Food - Produce,Fruits,5,Organic Apples,1.89,10.97,Same Day,Pogorzyce,,Poland,UPI,CUS0543,Completed
504,2022-07-23,Corporate,Genderfluid,Food - Spices,Herbs and Spices,26,Organic Italian Seasoning,2.99,9.42,Express,Zinder,,Niger,EMI,CUS0928,Returned
505,2024-05-03,Corporate,Female,Accessories,Mobile Accessories,16,Phone Screen Protector,12.99,1.22,Same Day,Farasān,,Saudi Arabia,UPI,CUS0195,Completed
506,2025-04-28,Consumer,Female,Food - Frozen,Frozen Meals,12,Coconut Rice,2.29,14.65,Same Day,Mainit,,Philippines,EMI,CUS0866,Returned
507,2024-12-18,Enterprise,Male,Food - Condiments,Dressing,27,Orange Ginger Vinaigrette,3.99,3.78,Standard,Xinqiaohe,,China,Credit Card,CUS0513,Completed
508,2024-08-20,Enterprise,Male,Sports,Golf,11,Golf Putting Green,79.99,12.72,Express,Dongxin,,China,Wallet,CUS0089,Canceled
509,2023-12-07,Corporate,Genderfluid,Food - Beverages,Juice,26,Pomegranate Juice,4.49,18.92,Standard,San Pedro Masahuat,,El Salvador,UPI,CUS0136,Completed
510,2024-08-04,Consumer,Female,Gaming,Arcade Machines & Cabinets,4,Arcade Game Machine,299.99,9.46,Express,Itapira,,Brazil,EMI,CUS0880   CUS0881,Canceled
511,2024-11-15,Small Business,Female,Clothing - Activewear,Leggings,19,Mesh Sports Leggings,39.99,11.45,Same Day,Otradnoye,,Russia,Wallet,CUS0334,Canceled
512,2023-04-18,Corporate,Male,Food - Condiments,Marinades and Sauces,14,Thai Coconut Curry Sauce,3.99,13.23,Same Day,Chenji,,China,EMI,CUS0052,Returned
513,2022-09-23,Small Business,Female,Home,Bedding & Linens,21,Bamboo Memory Foam Pillow,34.99,12.21,Express,Turmi,,Ethiopia,Credit Card,CUS0892,Completed
514,2024-04-05,Corporate,Male,Food - Breakfast,Instant Breakfast,19,Maple Oatmeal,2.99,5.17,Express,Miras,,Albania,EMI,CUS0412,Completed
515,2024-08-17,Small Business,Male,Electronics,Home Entertainment Equipment,1,Smartphone Projector Kit,24.99,28.29,Express,Fécamp,Haute-Normandie,France,COD,CUS0675,Completed
516,2022-04-20,Consumer,Agender,Kitchen,Cooking Appliances,25,Electric Griddle with Lid,49.99,24.28,Same Day,Knurów,,Poland,EMI,CUS0585,Completed
517,2025-02-19,Corporate,Male,Kitchen,Food Storage Solutions,27,Silicone Stretch Lids,14.99,26.35,Express,Ojiya,,Japan,Debit Card,CUS0566,Completed
518,2022-07-12,Small Business,Female,Office,Office Accessories,2,Leather Notebook Cover,29.99,18.01,Standard,Ruda Maleniecka,,Poland,Debit Card,CUS0564,Completed
519,2022-03-31,Corporate,Female,Outdoor,Camping Equipment,14,Compact Pop-Up Tent,69.99,16.29,Express,Boavista,Porto,Portugal,COD,CUS0047,Canceled
520,2024-11-19,Consumer,Female,Food - Condiments,Salsas,22,Fire Roasted Salsa,2.49,14.99,Express,Tuanlin,,China,Credit Card,CUS0634,Completed
521,2025-01-11,Consumer,Non-binary,Food - Snacks,Healthy Snacks,23,Rice Cakes,2.29,12.71,Same Day,Tirana,,Albania,Wallet,CUS0523,Canceled
522,2025-03-14,Enterprise,Bigender,Clothing - Tops,Shirts,9,Plaid Flannel Shirt,29.99,9.65,Same Day,Bueng Sam Phan,,Thailand,UPI,CUS0935,Completed
523,2022-07-15,Small Business,Female,Pets,Pet Accessories,30,Portable Pet Water Bottle,18.99,3.49,Express,Puqi,,China,Wallet,CUS0450 CUS0451,Returned
524,2022-05-12,Enterprise,Male,Food - Baking,Baking Ingredients,4,Gluten-Free Biscuits,3.79,11.24,Same Day,Paris 17,Île-de-France,France,UPI,CUS0574,Canceled
525,2024-03-17,Enterprise,Agender,Home,Decorative Wall Art & Accessories,12,Rustic Wooden Picture Frame,19.99,21.33,Same Day,Hrob,,Czech Republic,UPI,CUS0339,Completed
526,2025-03-19,Corporate,Male,Food - Dairy,Cheese Spreads,25,Garlic Herb Cream Cheese,2.99,12.31,Same Day,San Antonio,,Philippines,Debit Card,CUS0760   CUS0761,Completed
527,2023-04-25,Small Business,Polygender,Food - Meat,Processed Meats,18,Honey Mustard Chicken Breasts,8.99,16.33,Standard,Gaosheng,,China,EMI,CUS0563,Returned
528,2022-10-19,Consumer,Female,Clothing - Outerwear,Jackets,9,Denim Jacket,69.99,4.54,Same Day,Qingchuan,,China,EMI,CUS0846,Completed
529,2024-01-23,Corporate,Female,Food - Snacks,Healthy Snacks,4,Chocolate Chip Energy Balls,3.99,1.27,Standard,Ciudad Nueva,,Dominican Republic,Credit Card,CUS0968,Returned
530,2024-03-28,Consumer,Genderfluid,Food - Canned Goods,Soups & Broths,26,Classic Beef Chili,7.99,10.03,Same Day,Al Miftāḩ,,Yemen,COD,CUS0185,Completed
531,2024-12-30,Small Business,Female,Clothing - Dresses,Casual Dresses,9,Summer Tank Dress,39.99,24.01,Express,Lingzhi,,China,COD,CUS0138,Completed
532,2023-12-02,Small Business,Female,Pets,Pet Accessories,30,Personalized Pet ID Tags,9.99,19.0,Same Day,Stara Pazova,,Serbia,EMI,CUS0255,Completed
533,2024-06-14,Consumer,Male,Health,Safety & Protection,28,Breathable Face Mask Set,14.99,10.52,Standard,Kara-Balta,,Kyrgyzstan,COD,CUS0776,Completed
534,2023-04-29,Corporate,Male,Food - Grains,Flavored Couscous,22,Herb Seasoned Couscous,2.49,10.7,Express,Sabaneta,,Venezuela,Credit Card,CUS0535,Canceled
535,2025-08-26,Enterprise,Female,Home,Home Organization,8,Over-the-Door Hooks,12.99,29.87,Same Day,Kariaí,,Greece,COD,CUS0154,Completed
536,2024-02-06,Small Business,Male,Toys,Building Toys,20,Kids' Building Blocks,19.99,22.27,Express,Berlin,Berlin,Germany,Wallet,CUS0636,Canceled
537,2023-12-17,Enterprise,Male,Kitchen,Cookware,18,Non-Stick Grill Pan,39.99,7.4,Express,Folques,Coimbra,Portugal,Wallet,CUS0349,Returned
538,2025-03-17,Enterprise,Male,Food - Condiments,Dessert Toppings,1,Caramel Sauce,3.49,25.11,Standard,Nonsan,,South Korea,UPI,CUS0582,Returned
539,2024-11-14,Small Business,Female,Food - Sauces,Pasta Sauces,2,Tomato Basil Pasta Sauce,3.99,24.31,Standard,Kubangkondang,,Indonesia,EMI,CUS0106,Completed
540,2025-08-26,Consumer,Female,Outdoor,Outdoor Accessories,3,Hiking Water Bottle with Filter,29.99,15.29,Same Day,Laiponda,,Indonesia,Wallet,CUS0326,Completed
541,2025-01-06,Enterprise,Male,Health,Oral Care & Hygiene,25,Rechargeable Electric Toothbrush,49.99,19.09,Standard,Kedawung,,Indonesia,Debit Card,CUS0897,Returned
542,2024-08-30,Small Business,Male,Garden,Garden Supplies,21,Garden Hose,32.99,10.89,Same Day,Maranura,,Peru,EMI,CUS0478,Completed
543,2024-12-22,Corporate,Non-binary,Accessories,Power Accessories,18,Wireless Charger,24.99,11.74,Express,Zielonka,,Poland,Wallet,CUS0929,Completed
544,2023-07-22,Corporate,Genderfluid,Food - Sauces,Herb-Based Sauces,28,Fresh Basil Pesto,4.79,2.21,Standard,Tymbark,,Poland,Debit Card,CUS0765,Canceled
545,2023-10-07,Consumer,Non-binary,Clothing - Footwear,Athletic Footwear,8,Trainers with Mesh Inserts,69.99,28.11,Standard,Growong Lor,,Indonesia,Credit Card,CUS0707,Completed
546,2024-04-07,Small Business,Male,Books,Journals,1,Field Journal,14.99,23.2,Express,Penticton,British Columbia,Canada,Credit Card,CUS0346,Completed
547,2023-10-29,Enterprise,Male,Fitness,Strength Training Equipment,16,Bodyweight Resistance Bands,22.99,6.09,Same Day,Nangakeo,,Indonesia,Wallet,CUS0825,Canceled
548,2024-07-30,Corporate,Male,Food - Pasta,Specialty Pasta,21,Black Bean Spaghetti,3.99,22.89,Express,Lindong,,China,EMI,CUS0836,Completed
549,2025-03-01,Enterprise,Male,Food - Frozen Foods,Frozen Vegetables,12,Frozen Spinach,1.99,5.14,Standard,Thorpe,England,United Kingdom,Credit Card,CUS0768,Completed
550,2022-06-04,Consumer,Female,Home,Home Organization,8,Photo Album,24.99,27.02,Same Day,Baharly,,Turkmenistan,Credit Card,CUS0690   CUS0691,Completed
551,2022-05-18,Enterprise,Male,Food - Household,Household Supplies,19,Laundry Detergent,12.99,29.33,Express,Eskilstuna,Södermanland,Sweden,Debit Card,CUS0647,Completed
552,2022-03-15,Corporate,Female,Kitchen,Kitchen Accessories,5,Stainless Steel Straws,12.99,5.36,Express,Staraya Stanitsa,,Russia,COD,CUS0985,Canceled
553,2023-12-27,Corporate,Male,Photography,Camera Accessories,24,Camera Lens Cleaning Kit,14.99,23.47,Express,Les Cèdres,Québec,Canada,Credit Card,CUS0664,Completed
554,2022-07-02,Small Business,Male,Home,Bedding & Linens,7,Reversible Comforter Set,89.99,20.2,Express,Entradas,Beja,Portugal,UPI,CUS0837,Canceled
555,2023-07-08,Corporate,Male,Outdoor,Grilling Accessories,18,Stainless Steel BBQ Grill Set,49.99,16.41,Same Day,São Miguel dos Campos,,Brazil,Wallet,CUS0844,Completed
556,2022-01-03,Enterprise,Male,Food - Prepared Meals,Kits - Sushi,14,Spicy Tuna Sushi Kit,8.99,29.26,Express,Javānrūd,,Iran,Credit Card,CUS0152,Completed
557,2025-07-13,Corporate,Female,Kitchen,Drinkware,15,Magic Color-Changing Mug,14.99,22.58,Express,Teknāf,,Bangladesh,COD,CUS0129,Completed
558,2022-07-24,Consumer,Female,Kitchen,Food Storage Solutions,21,Reusable Food Storage Bags,19.99,22.68,Standard,Karachi,,Pakistan,EMI,CUS0847,Completed
559,2022-06-10,Small Business,Female,Food - Salads,Healthy Salads,8,Quinoa & Black Bean Salad,7.49,12.67,Standard,Montepuez,,Mozambique,UPI,CUS0197,Completed
560,2023-11-07,Corporate,Male,Food - Snacks,Nut-Based Snacks,23,Peanut Butter Pretzel Bites,4.19,9.27,Same Day,Gonghe,,China,EMI,CUS0005,Completed
561,2022-05-30,Small Business,Male,Food - Bakery,Muffins,20,Banana Nut Muffins,4.49,2.62,Standard,Shitang,,China,Credit Card,CUS0993,Completed
562,2023-03-08,Enterprise,Male,Food - Vegetables,Pasta Alternatives,5,Zucchini Noodles,3.99,2.37,Same Day,Sandaogou,,China,COD,CUS0949,Completed
563,2023-03-12,Small Business,Female,Food - Confectionery,Chewy Candies,25,Caramel Apple Taffy,1.99,25.2,Standard,Shakhun’ya,,Russia,COD,CUS0479,Canceled
564,2024-10-27,Corporate,Female,Fitness,Hydration Gear,18,Stainless Steel Water Bottle,25.99,5.89,Same Day,Údlice,,Czech Republic,Wallet,CUS0808,Completed
565,2024-01-15,Enterprise,Male,Food - Frozen Food,Frozen Meals,17,Vegetable Potstickers,5.99,22.85,Same Day,Jambean,,Indonesia,COD,CUS0449,Completed
566,2023-11-19,Small Business,Male,Home Appliances,Floor Care Appliances,9,Robot Vacuum Cleaner,299.99,12.93,Express,Albergaria,Coimbra,Portugal,Wallet,CUS0886,Returned
567,2023-03-03,Enterprise,Male,Art Supplies,Markers & Pens,12,Watercolor Brush Pens,19.99,9.79,Express,Huquan,,China,UPI,CUS0727,Canceled
568,2023-01-03,Corporate,Female,Kitchen,Small Appliances,5,Mini Waffle Maker,24.99,8.07,Same Day,Cukalat,,Albania,COD,CUS0857,Completed
569,2024-05-14,Consumer,Male,Food - Dairy,Yogurt,8,Peach Yogurt,1.29,11.31,Standard,Toyohama,,Japan,EMI,CUS0659,Canceled
570,2024-04-13,Corporate,Female,Food - Prepared Foods,International Cuisine,14,Stuffed Grape Leaves,5.79,21.94,Express,Feicheng,,China,UPI,CUS0530   CUS0531,Completed
571,2022-12-17,Small Business,Female,Kitchen,Small Appliances,24,Microwave Popcorn Maker,19.99,10.91,Same Day,Lukunor,,Micronesia,COD,CUS0730   CUS0731,Completed
572,2025-03-17,Small Business,Female,Home,Decorative Wall Art & Accessories,24,Self-Adhesive Wallpaper,34.99,10.86,Same Day,Abaetetuba,,Brazil,EMI,CUS0523,Completed
573,2022-10-11,Small Business,Male,Home,Home Organization,9,Suction Cup Hooks,9.99,26.41,Same Day,Mursaba,,Indonesia,EMI,CUS0147,Canceled
574,2023-12-21,Enterprise,Female,Food - Condiments,Dips & Spreads,2,Avocado Oil Mayo,5.29,5.49,Same Day,Maromitsa,,Russia,Debit Card,CUS0702,Completed
575,2024-06-14,Enterprise,Female,Food - Grocery,Meat Alternatives,17,Smoky BBQ Jackfruit,4.99,29.49,Standard,Tejen,,Turkmenistan,Wallet,CUS0457,Completed
576,2025-01-30,Enterprise,Male,Food - Prepared Foods,Salads,11,Pesto Pasta Salad,4.99,16.05,Same Day,Mizi,,China,EMI,CUS0234,Completed
577,2024-03-06,Consumer,Male,Food - Snacks,Gourmet Snacks,5,Truffle Parmesan Fries,4.99,13.59,Same Day,Khong Chai,,Thailand,EMI,CUS0259,Completed
578,2024-03-27,Consumer,Male,Food - Snacks,Chocolate Snacks,17,Dark Chocolate Covered Raisins,3.99,2.76,Express,Nantes,Pays de la Loire,France,COD,CUS0720   CUS0721,Completed
579,2025-02-17,Consumer,Male,Accessories,Kids' Bags,23,Kids' Dinosaur-Themed Lunchbox,19.99,16.11,Same Day,Kozhevnikovo,,Russia,COD,CUS0977,Completed
580,2023-11-08,Enterprise,Female,Food - Frozen Foods,Frozen Vegetables,8,Oven-Baked Sweet Potato Fries,3.99,5.85,Express,Muramvya,,Burundi,Credit Card,CUS0459,Completed
581,2023-01-06,Consumer,Female,Electronics,Home Entertainment Equipment,5,Smartphone Projector Kit,24.99,13.81,Same Day,Chaltyr,,Russia,Credit Card,CUS0779,Completed
582,2023-02-28,Corporate,Female,Food - Meat,Jerky,18,Maple Bacon Jerky,6.99,29.83,Express,Montelíbano,,Colombia,Credit Card,CUS0163,Completed
583,2022-09-27,Consumer,Male,Food - Sides,Grains,22,Coconut Lime Rice,2.99,8.19,Standard,Gunan,,China,Debit Card,CUS0545,Completed
584,2022-11-28,Enterprise,Female,Kitchen,Small Appliances,8,Electric Pressure Cooker,89.99,11.38,Express,Guajiasi,,China,Credit Card,CUS0850   CUS0851,Returned
585,2023-12-28,Enterprise,Male,Home,Home Appliances,11,Electric Stool Heater,29.99,5.74,Standard,Abovyan,,Armenia,EMI,CUS0550   CUS0551,Completed
586,2023-07-02,Small Business,Female,Kitchen,Small Appliances,21,Electric Butter Churn,49.99,4.35,Standard,Dengteke,,China,Credit Card,CUS0186,Completed
587,2025-02-24,Small Business,Male,Food - Meat,Marinated Poultry,19,Lemon Herb Grilled Chicken,9.99,2.58,Same Day,Tumpukrenteng,,Indonesia,Wallet,CUS0349,Completed
588,2023-08-12,Corporate,Non-binary,Food - Seafood,Canned Seafood,6,Canned Sardines,3.29,15.18,Express,Rydułtowy,,Poland,Wallet,CUS0852,Completed
589,2024-07-26,Corporate,Female,Food - Frozen Food,Frozen Meals,23,Teriyaki Chicken Wings,10.99,5.28,Express,Domašinec,,Croatia,Wallet,CUS0454,Completed
590,2024-06-05,Enterprise,Female,Home,Decorative Wall Art & Accessories,14,Rustic Wooden Picture Frame,19.99,21.05,Express,Stockholm,Stockholm,Sweden,EMI,CUS0827,Completed
591,2024-12-03,Consumer,Female,Food - Snacks,Sweet Snacks,3,Caramel Apple Chips,3.49,17.05,Same Day,Kuleqi,,China,COD,CUS0327,Canceled
592,2024-10-16,Enterprise,Polygender,Garden,Gardening Kits,11,Herbal Garden Starter Kit,24.99,4.11,Express,Bayombong,,Philippines,EMI,CUS0692,Returned
593,2023-11-15,Enterprise,Female,Toys,Educational Toys,17,Magnetic Puzzle Board,24.99,27.91,Standard,Pedro Sánchez,,Dominican Republic,Debit Card,CUS0402,Returned
594,2022-07-07,Enterprise,Male,Gaming,Gaming Accessories,28,Gaming Mousepad,19.99,16.43,Same Day,Ţayyibat al Imām,,Syria,COD,CUS0460 CUS0461,Completed
595,2023-12-27,Small Business,Male,Kitchen,Food Storage Solutions,2,Reusable Food Storage Bags,19.99,13.56,Same Day,Kawungsari,,Indonesia,UPI,CUS0839,Completed
596,2024-07-04,Consumer,Male,Wearable Tech,Fitness Monitors,16,Fitness Smartwatch,99.99,18.57,Standard,Jarigue,,Philippines,UPI,CUS0174,Canceled
597,2023-04-12,Corporate,Male,Food - Breakfast,Instant Breakfast,13,Cranberry Orange Oatmeal,2.49,13.31,Standard,Mengzhai,,China,Debit Card,CUS0218,Returned
598,2024-09-13,Enterprise,Female,Food - Condiments,Sauces,26,Teriyaki Stir-Fry Sauce,3.49,25.12,Standard,Shihuajian,,China,Wallet,CUS0755,Canceled
599,2024-01-30,Small Business,Male,Food - Condiments,Sauces,30,BBQ Sauce,3.49,1.58,Same Day,Araçatuba,,Brazil,UPI,CUS0736,Completed
600,2024-05-08,Consumer,Male,Clothing - Bottoms,Trousers,27,Linen Trousers,44.99,11.24,Express,San Miguel Ixtahuacán,,Guatemala,COD,CUS0285,Completed
601,2022-11-15,Corporate,Female,Home,Home Fragrance & Accessories,7,Scented Candle Set,24.99,11.43,Same Day,Anserma,,Colombia,EMI,CUS0803,Completed
602,2022-07-08,Enterprise,Female,Food - Frozen Meals,Frozen Appetizers,4,Mini Meatballs,5.99,10.54,Standard,Kalatongke,,China,EMI,CUS0088,Completed
603,2023-06-22,Small Business,Female,Audio,Portable Speakers,1,Bluetooth Shower Speaker,24.99,24.02,Same Day,Punat,,Croatia,EMI,CUS0746,Completed
604,2023-07-12,Small Business,Male,Food - Meat Substitutes,Plant-Based Proteins,13,Veggie Burger Patties,5.99,14.89,Same Day,San Vicente de Bique,,Panama,UPI,CUS0445,Completed
605,2023-04-14,Enterprise,Female,Audio,Headphones,1,Noise-Canceling Headphones,119.99,10.15,Same Day,Huazhou,,China,UPI,CUS0055,Completed
606,2025-05-11,Enterprise,Female,Food - Snacks,Healthy Snacks,22,Almond Joy Snack Bars,2.99,1.76,Same Day,Baishan,,China,EMI,CUS0494,Completed
607,2024-03-29,Enterprise,Male,Kitchen,Kitchen Accessories,3,Stainless Steel Straws,12.99,22.76,Express,Pittsburgh,Pennsylvania,United States,Debit Card,CUS0720   CUS0721,Canceled
608,2025-06-26,Consumer,Female,Food - Condiments,Sauces,7,Maple Chipotle Glaze,3.49,13.39,Standard,Amaraji,,Brazil,Debit Card,CUS0994,Canceled
609,2023-09-04,Corporate,Male,Garden,Garden Tools,20,Watering Can with Nozzle,19.99,28.27,Express,Luxi,,China,Credit Card,CUS0438,Completed
610,2023-01-02,Enterprise,Male,Fitness,Cardio Equipment,1,Weighted Jump Rope with Counter,14.99,7.53,Express,Kuzhu,,China,EMI,CUS0938,Canceled
611,2022-03-28,Corporate,Female,Kitchen,Food Storage Solutions,14,Reusable Food Storage Bags,19.99,4.01,Same Day,Aygeshat,,Armenia,COD,CUS0712,Completed
612,2022-10-18,Small Business,Female,Bathroom,Shower Fixtures,21,Thermostatic Shower Valve Kit,39.99,21.36,Express,Hongqi,,China,UPI,CUS0808,Returned
613,2024-02-24,Small Business,Female,Food - Frozen Foods,Frozen Appetizers,19,Buffalo Cauliflower Wings,6.99,10.99,Express,Dongba,,China,COD,CUS0766,Returned
614,2023-11-20,Consumer,Male,Gaming,Gaming Accessories,3,Gaming Headset,69.99,29.89,Same Day,Oliveirinha,Aveiro,Portugal,Wallet,CUS0127,Completed
615,2023-08-19,Corporate,Female,Food - Snacks,Healthy Snacks,14,Chewy Granola Bars,3.49,20.82,Same Day,Berëzovyy,,Russia,Wallet,CUS0460 CUS0461,Completed
616,2022-09-08,Enterprise,Male,Pets,Pet Technology,24,Pet Camera with Treat Dispenser,149.99,9.51,Same Day,Tsagaanchuluut,,Mongolia,EMI,CUS0210 CUS0211,Canceled
617,2025-04-01,Small Business,Female,Food - Frozen Foods,Frozen Appetizers,10,Vegetable Spring Rolls,6.49,15.54,Same Day,Palmasola,,Venezuela,Wallet,CUS0507,Canceled
618,2022-11-19,Small Business,Female,Travel,Travel Accessories,6,Travel Document Organizer,15.99,19.13,Standard,Nanhu,,China,UPI,CUS0144,Canceled
619,2022-10-06,Corporate,Female,Food - Condiments,Dips & Spreads,21,French Onion Dip,2.99,6.45,Same Day,Trancas,,Argentina,Credit Card,CUS0159,Completed
620,2024-07-29,Small Business,Male,Food - Sides,Potatoes,24,Creamy Garlic Mashed Potatoes,3.99,24.53,Same Day,Jerada,,Morocco,Wallet,CUS0417,Canceled
621,2023-10-30,Corporate,Male,Food - Frozen Foods,Frozen Vegetables,23,Peas (frozen),1.89,12.01,Express,Cerinza,,Colombia,COD,CUS0626,Completed
622,2023-04-07,Small Business,Male,Gaming,Arcade Machines & Cabinets,11,Arcade Game Machine,299.99,28.53,Same Day,Dazhangzhuang,,China,EMI,CUS0210 CUS0211,Canceled
623,2022-04-24,Enterprise,Male,Clothing - Footwear,Boots,28,Suede Ankle Booties,79.99,22.33,Express,Nafada,,Nigeria,EMI,CUS0864,Canceled
624,2023-10-19,Consumer,Male,Food - Produce,Fresh Fruits,14,Honeycrisp Apples,1.89,19.9,Standard,Boca do Acre,,Brazil,Wallet,CUS0426,Completed
625,2024-07-10,Corporate,Female,Fitness,Hydration Gear,21,Stainless Steel Water Bottle,25.99,14.38,Same Day,Nayak,,Afghanistan,UPI,CUS1000,Completed
626,2022-10-22,Small Business,Male,Pets,Grooming Supplies,28,Pet Grooming Brush,19.99,7.44,Same Day,Yuanda,,China,Credit Card,CUS0856,Completed
627,2024-08-26,Small Business,Female,Food - Sides,Vegetable Sides,23,Mashed Sweet Potatoes,3.99,19.45,Standard,Sigu,,China,Credit Card,CUS0012,Completed
628,2023-08-15,Corporate,Female,Fitness,Strength Training Equipment,25,Adjustable Dumbbells,249.99,20.59,Standard,Santa María Ixhuatán,,Guatemala,Credit Card,CUS0842,Completed
629,2022-02-09,Small Business,Male,Garden,Garden Tools,18,Garden Kneeler and Seat,39.99,21.19,Express,Tapayan,,Philippines,Debit Card,CUS0009,Completed
630,2025-03-23,Consumer,Male,Food - Spices,Salt & Seasoning,18,Himalayan Salt Grinder,4.99,20.25,Express,Banjar Anyar,,Indonesia,Credit Card,CUS0572,Canceled
631,2023-10-14,Small Business,Female,Clothing - Activewear,Leggings,3,Legging Pants,34.99,14.82,Same Day,Xuanhua,,China,COD,CUS0442,Canceled
632,2024-06-15,Small Business,Female,Kitchen,Coffee Accessories,7,Coffee Capsule Dispenser,24.99,2.0,Standard,Thio,,New Caledonia,UPI,CUS0748,Canceled
633,2022-03-07,Corporate,Female,Food - Frozen Foods,Frozen Fruit Smoothies,13,Nordic Berry Smoothie,3.99,7.15,Standard,Montalvão,Portalegre,Portugal,Wallet,CUS0866,Completed
634,2022-08-01,Small Business,Male,Food - Frozen Foods,Frozen Snacks,9,Sweet Potato Fries,3.99,15.82,Standard,Nehe,,China,Debit Card,CUS0378,Completed
635,2024-12-11,Consumer,Male,Kitchen,Eco-Friendly Kitchen Products,25,Reusable Produce Bags Set,14.99,14.46,Same Day,Sergio Osmeña Sr,,Philippines,EMI,CUS0930   CUS0931,Completed
636,2023-02-07,Small Business,Female,Clothing - Accessories,Bags,23,Canvas Tote Bag,19.99,12.92,Standard,Tuwiri Wetan,,Indonesia,UPI,CUS0633,Returned
637,2023-07-08,Small Business,Female,Fitness,Wearable Technology,20,Fitness Tracker,49.99,7.68,Same Day,Puerto Madryn,,Argentina,Credit Card,CUS0134,Canceled
638,2024-05-20,Consumer,Female,Food - Bakery,Bagels,14,Classic Bagels,2.99,4.77,Express,Caucaia,,Brazil,UPI,CUS0567,Canceled
639,2022-11-04,Corporate,Female,Home,Decorative Wall Art & Accessories,17,Cushion Covers,35.0,6.76,Standard,Najrān,,Saudi Arabia,UPI,CUS0585,Completed
640,2022-03-13,Small Business,Female,Pets,Pet Accessories,22,LED Flashing Pet Collar,14.99,10.52,Same Day,Tanjay,,Philippines,Credit Card,CUS0578,Completed
